,powe,vibr
2021-07-09 06:06:49,0.0,0.0
2021-07-09 06:06:50,0.19687819194381095,0.0
2021-07-09 06:06:51,0.5,0.0
2021-07-09 06:06:52,0.8196787355042607,0.0
2021-07-09 06:06:53,0.9392821993441498,0.0
2021-07-09 06:06:54,0.6394000384,0.0
2021-07-09 06:06:55,0.6017963941816982,0.0
2021-07-09 06:06:56,0.27817818679700884,0.0
2021-07-09 06:06:57,0.4216782855522169,0.0
2021-07-09 06:06:58,0.19810378578571314,0.0
2021-07-09 06:06:59,0.302499968,0.0
2021-07-09 06:07:00,0.0,0.0
2021-07-09 06:07:01,0.0,0.0
2021-07-09 06:07:02,0.0,0.0
2021-07-09 06:07:03,0.0,0.0
2021-07-09 06:07:04,0.0,0.0
2021-07-09 06:07:05,0.2389274541297348,0.0
2021-07-09 06:07:06,0.6,0.0
2021-07-09 06:07:07,0.3628742817885149,0.0
2021-07-09 06:07:08,0.0,0.0
2021-07-09 06:07:09,0.0,0.0
2021-07-09 06:07:10,0.0,0.0
2021-07-09 06:07:11,0.0,0.0
2021-07-09 06:07:12,0.0,0.0
2021-07-09 06:07:13,0.0,0.0
2021-07-09 06:07:14,0.0,0.0
2021-07-09 06:07:15,0.0,0.0
2021-07-09 06:07:16,0.1579158006144514,0.0
2021-07-09 06:07:17,0.24223107569721117,0.0
2021-07-09 06:07:18,0.0,0.0
2021-07-09 06:07:19,0.0,0.0
2021-07-09 06:07:20,0.0,0.0
2021-07-09 06:07:21,0.0,0.0
2021-07-09 06:07:22,0.0,0.0
2021-07-09 06:07:23,0.23927860337909695,0.0
2021-07-09 06:07:24,0.3611940146432009,0.0
2021-07-09 06:07:25,0.0,0.0
2021-07-09 06:07:26,0.0,0.0
2021-07-09 06:07:27,0.0,0.0
2021-07-09 06:07:28,0.0,0.0
2021-07-09 06:07:29,0.19681911052966813,0.0
2021-07-09 06:07:30,0.30342735483870964,0.0
2021-07-09 06:07:31,0.0,0.0
2021-07-09 06:07:32,0.0,0.0
2021-07-09 06:07:33,0.0,0.0
2021-07-09 06:07:34,0.0,0.0
2021-07-09 06:07:35,0.0,0.0
2021-07-09 06:07:36,0.0,0.0
2021-07-09 06:07:37,0.0,0.0
2021-07-09 06:07:38,0.0,0.0
2021-07-09 06:07:39,0.0,0.0
2021-07-09 06:07:40,0.0,0.0
2021-07-09 06:07:41,0.0,0.0
2021-07-09 06:07:42,0.0,0.0
2021-07-09 06:07:43,0.0,0.0
2021-07-09 06:07:44,0.0,0.0
2021-07-09 06:07:45,0.27747745970114374,0.0
2021-07-09 06:07:46,0.5809000192,0.0
2021-07-09 06:07:47,0.2412000256,0.0
2021-07-09 06:07:48,0.1591182312295928,0.0
2021-07-09 06:07:49,0.24071855767267927,0.0
2021-07-09 06:07:50,0.0,0.0
2021-07-09 06:07:51,0.19830167901229517,0.0
2021-07-09 06:07:52,0.3012048192771084,0.0
2021-07-09 06:07:53,0.0,0.0
2021-07-09 06:07:54,0.0,0.0
2021-07-09 06:07:55,0.27339352931726907,0.0
2021-07-09 06:07:56,0.7396169290322581,0.0
2021-07-09 06:07:57,0.6403980252591778,0.0
2021-07-09 06:07:58,0.4396,0.0
2021-07-09 06:07:59,0.30278884462151395,0.0
2021-07-09 06:08:00,0.1969849119527293,0.0
2021-07-09 06:08:01,0.301500032,0.0
2021-07-09 06:08:02,0.15879997440000002,0.0
2021-07-09 06:08:03,0.24167501070069725,0.0
2021-07-09 06:08:04,0.0,0.0
2021-07-09 06:08:05,0.0,0.0
2021-07-09 06:08:06,0.0,0.0
2021-07-09 06:08:07,0.23612518838343888,0.0
2021-07-09 06:08:08,0.3603603372742126,0.0
2021-07-09 06:08:09,0.0,0.0
2021-07-09 06:08:10,0.0,0.0
2021-07-09 06:08:11,0.19701493791935923,0.0
2021-07-09 06:08:12,0.30371482730923693,0.0
2021-07-09 06:08:13,0.158793985364005,0.0
2021-07-09 06:08:14,0.4798403295604413,0.0
2021-07-09 06:08:15,0.3609608993979003,0.0
2021-07-09 06:08:16,0.0,0.0
2021-07-09 06:08:17,0.0,0.0
2021-07-09 06:08:18,0.0,0.0
